Tornado_ID,Year,Date,Time,Timezone,State,Magnitude,Injuries,Fatalities,Start_Lat,Start_Long,End_Lat,End_Long,Length,Width
1078,1996,6/2/1996,20:13:00,3,NM,0,0,0,33.47,-103.33,33.47,-103.33,0.3,50
954,1996,6/2/1996,20:18:00,3,TX,0,0,0,33.48,-101.7,33.48,-101.7,0.1,10
386,1996,6/3/1996,12:25:00,3,CO,0,0,0,37.22,-102.73,37.22,-102.73,0.1,50
387,1996,6/3/1996,13:04:00,3,CO,0,0,0,37.37,-102.4,37.37,-102.4,0.1,50
959,1996,6/3/1996,14:20:00,3,OK,0,0,0,36.57,-102.73,36.57,-102.72,0.5,50
665,1996,6/3/1996,14:24:00,3,NM,0,0,0,36.3,-103.37,36.28,-103.4,2.0,100
666,1996,6/3/1996,14:32:00,3,NM,0,0,0,35.98,-103.23,35.98,-103.23,1.0,50
667,1996,6/3/1996,14:50:00,3,NM,0,0,0,35.92,-103.45,35.88,-103.45,2.0,100
340,1996,6/3/1996,20:10:00,3,KY,0,0,0,36.67,-85.22,36.67,-85.22,0.5,50
573,1996,6/3/1996,20:25:00,3,TX,0,0,0,33.22,-99.82,33.22,-99.82,0.1,25
453,1996,6/4/1996,16:39:00,3,OH,0,0,0,41.28,-83.85,41.28,-83.85,0.5,20
475,1996,6/4/1996,18:05:00,3,MD,1,0,0,39.38,-77.22,39.38,-77.2,1.0,65
1049,1996,6/5/1996,12:50:00,3,ND,0,0,0,48.37,-99.02,48.37,-99.02,1.0,25
1050,1996,6/5/1996,13:45:00,3,ND,0,0,0,47.83,-99.12,47.83,-99.12,1.0,25
1051,1996,6/5/1996,16:05:00,3,MN,2,0,0,46.97,-96.22,46.97,-96.2,5.0,100
1052,1996,6/5/1996,16:15:00,3,MN,1,0,0,46.88,-96.1,46.88,-96.1,2.0,90
961,1996,6/5/1996,16:47:00,3,OK,0,0,0,36.75,-101.57,36.78,-101.6,2.0,25
1053,1996,6/5/1996,17:10:00,3,ND,0,0,0,47.17,-96.95,47.17,-96.95,0.5,20
1054,1996,6/5/1996,18:56:00,3,MN,0,0,0,47.8,-96.82,47.8,-96.82,1.0,25
1055,1996,6/5/1996,19:05:00,3,MN,0,0,0,47.8,-96.87,47.8,-96.87,0.5,20
328,1996,6/5/1996,20:41:00,3,KS,0,0,0,39.13,-94.97,39.12,-94.97,0.7,50
329,1996,6/5/1996,20:41:00,3,KS,1,0,0,39.15,-95.12,39.15,-95.12,0.5,100
345,1996,6/5/1996,21:05:00,3,KS,1,0,0,39.1,-95.43,39.12,-95.42,1.0,100
365,1996,6/5/1996,21:25:00,3,NE,1,0,0,41.35,-102.0,41.33,-101.98,2.0,200
218,1996,6/5/1996,21:37:00,3,NE,0,0,0,42.08,-103.33,42.08,-103.33,0.2,50
221,1996,6/5/1996,21:40:00,3,NE,1,0,0,41.72,-103.1,41.73,-103.1,0.5,100
219,1996,6/5/1996,22:10:00,3,NE,0,0,0,41.93,-102.9,41.93,-102.9,0.4,50
366,1996,6/5/1996,22:20:00,3,NE,0,0,0,40.92,-101.53,40.92,-101.53,0.1,20
381,1996,6/6/1996,3:55:00,3,KS,0,0,0,39.75,-100.62,39.75,-100.62,0.1,20
712,1996,6/6/1996,12:15:00,3,MN,0,0,0,44.75,-93.88,44.75,-93.88,0.1,50
399,1996,6/6/1996,15:15:00,3,IL,0,0,0,41.93,-88.93,41.93,-88.88,2.0,20
818,1996,6/6/1996,17:35:00,3,OK,0,0,0,34.9,-97.3,34.9,-97.3,0.1,20
1069,1996,6/6/1996,17:40:00,3,OK,0,0,0,34.9,-97.3,34.9,-97.3,0.1,10
1173,1996,6/6/1996,18:45:00,3,IL,0,0,0,40.8,-89.57,40.8,-89.57,0.5,200
760,1996,6/6/1996,18:54:00,3,OK,0,0,0,34.9,-95.8,34.9,-95.8,0.1,25
619,1996,6/6/1996,18:59:00,3,IL,0,0,0,40.15,-89.55,40.25,-89.43,8.5,50
761,1996,6/6/1996,20:20:00,3,OK,0,0,0,34.73,-94.77,34.73,-94.77,0.1,25
427,1996,6/7/1996,13:21:00,3,MI,0,0,0,43.25,-84.63,43.25,-84.63,0.1,50
375,1996,6/7/1996,16:15:00,3,MI,0,0,0,43.0,-83.73,43.0,-83.73,0.1,10
347,1996,6/9/1996,2:35:00,3,TN,1,0,0,36.2,-86.27,36.18,-86.25,2.4,450
395,1996,6/9/1996,13:45:00,3,VA,2,0,0,37.17,-79.75,37.17,-79.75,0.1,30
398,1996,6/9/1996,14:20:00,3,VA,1,0,0,37.32,-79.72,37.33,-79.72,1.0,15
423,1996,6/9/1996,15:20:00,3,IN,1,0,0,38.02,-87.43,38.0,-87.43,0.2,50
409,1996,6/9/1996,16:00:00,3,FL,0,0,0,26.0,-80.15,26.0,-80.15,0.1,10
396,1996,6/10/1996,6:22:00,3,VA,1,0,0,36.63,-79.73,36.63,-79.72,1.5,60
397,1996,6/10/1996,7:45:00,3,VA,1,0,0,36.97,-79.2,36.98,-79.2,1.1,40
450,1996,6/10/1996,14:00:00,3,IL,0,0,0,38.82,-88.85,38.82,-88.85,0.1,25
451,1996,6/10/1996,17:35:00,3,MO,0,0,0,38.63,-90.47,38.63,-90.47,0.1,25
668,1996,6/10/1996,17:46:00,3,NM,0,0,0,34.38,-103.58,34.38,-103.58,0.1,30
338,1996,6/11/1996,16:08:00,3,WI,0,0,0,44.08,-88.23,44.08,-88.23,0.1,30
849,1996,6/11/1996,17:31:00,3,KS,0,0,0,38.1,-99.1,38.1,-99.1,0.2,50
850,1996,6/11/1996,17:52:00,3,KS,0,0,0,38.05,-98.93,38.05,-98.93,0.2,50
851,1996,6/11/1996,18:28:00,3,KS,0,0,0,37.58,-99.37,37.55,-99.43,2.5,50
376,1996,6/12/1996,10:15:00,3,MI,0,0,0,42.48,-83.47,42.48,-83.47,0.2,20
574,1996,6/12/1996,19:23:00,3,TX,0,0,0,33.72,-95.47,33.72,-95.47,0.1,25
374,1996,6/13/1996,20:00:00,3,ID,0,0,0,42.83,-113.02,42.83,-113.03,0.5,50
282,1996,6/14/1996,15:00:00,3,FL,0,0,0,29.63,-81.62,29.65,-81.62,0.1,10
342,1996,6/15/1996,17:20:00,3,MT,0,0,0,46.4,-111.13,46.4,-111.13,2.0,10
422,1996,6/15/1996,17:49:00,3,GA,0,0,0,32.88,-82.47,32.88,-82.47,0.1,20
258,1996,6/16/1996,14:50:00,3,IA,0,0,0,42.8,-92.48,42.88,-92.3,10.0,20
425,1996,6/16/1996,17:15:00,3,CO,1,0,0,39.97,-105.47,39.95,-105.45,1.5,300
259,1996,6/16/1996,17:21:00,3,IA,0,0,0,42.77,-91.9,42.75,-91.77,6.0,20
465,1996,6/16/1996,18:58:00,3,IA,0,0,0,42.43,-90.93,42.43,-90.93,0.1,10
337,1996,6/16/1996,19:00:00,3,WI,0,0,0,42.92,-91.15,42.93,-91.12,2.0,30
410,1996,6/17/1996,13:40:00,3,FL,0,0,0,25.42,-80.52,25.42,-80.52,0.1,10
626,1996,6/17/1996,13:40:00,3,WI,0,0,0,43.28,-89.8,43.28,-89.8,0.1,50
627,1996,6/17/1996,13:50:00,3,WI,1,0,0,43.32,-89.72,43.32,-89.72,0.5,100
367,1996,6/18/1996,15:52:00,3,NE,0,0,0,42.68,-102.2,42.7,-102.15,1.5,50
368,1996,6/18/1996,16:20:00,3,NE,0,0,0,42.65,-102.28,42.65,-102.2,1.0,50
960,1996,6/18/1996,16:34:00,3,TX,0,0,0,34.97,-101.37,34.98,-101.3,0.5,50
1062,1996,6/18/1996,22:35:00,3,ND,0,0,0,48.35,-99.2,48.35,-99.2,0.5,20
762,1996,6/18/1996,23:10:00,3,OK,0,0,0,36.32,-95.85,36.32,-95.85,0.1,25
369,1996,6/19/1996,13:28:00,3,NE,2,0,0,42.52,-98.77,42.48,-98.72,3.0,350
370,1996,6/19/1996,14:10:00,3,NE,1,0,0,42.5,-98.37,42.47,-98.38,3.0,200
431,1996,6/19/1996,14:30:00,3,NE,0,0,0,42.43,-98.27,42.42,-98.28,0.5,20
432,1996,6/19/1996,14:40:00,3,NE,0,0,0,42.33,-98.25,42.33,-98.12,6.0,20
436,1996,6/20/1996,17:05:00,3,NE,1,0,0,41.93,-96.82,41.93,-96.82,0.3,30
437,1996,6/20/1996,17:30:00,3,NE,0,0,0,41.8,-97.03,41.8,-97.03,0.1,30
441,1996,6/20/1996,17:40:00,3,NE,0,0,0,41.72,-97.0,41.72,-97.0,0.1,20
424,1996,6/20/1996,18:54:00,3,TX,0,0,0,28.98,-96.65,28.98,-96.65,0.3,75
438,1996,6/20/1996,19:00:00,3,NE,1,0,0,41.67,-96.77,41.67,-96.77,0.5,60
433,1996,6/20/1996,20:14:00,3,NE,0,0,0,41.48,-96.93,41.48,-96.93,0.1,10
434,1996,6/20/1996,20:30:00,3,NE,1,0,0,41.5,-96.37,41.45,-96.37,0.3,100
435,1996,6/20/1996,20:45:00,3,NE,1,0,0,41.45,-96.55,41.45,-96.5,3.0,30
442,1996,6/20/1996,21:40:00,3,NE,0,0,0,41.32,-96.82,41.32,-96.82,0.1,10
439,1996,6/20/1996,22:10:00,3,NE,1,0,0,41.33,-96.97,41.33,-96.97,0.3,30
440,1996,6/20/1996,22:30:00,3,NE,0,0,0,41.13,-96.97,41.13,-96.97,0.1,20
411,1996,6/21/1996,14:30:00,3,FL,1,0,0,25.98,-80.15,25.97,-80.13,1.5,10
382,1996,6/21/1996,17:15:00,3,KS,1,0,0,38.9,-101.97,38.9,-101.97,0.3,20
428,1996,6/21/1996,19:26:00,3,MI,1,0,0,43.68,-84.9,43.72,-84.82,4.4,80
377,1996,6/21/1996,21:02:00,3,MI,3,0,0,43.33,-83.75,43.33,-83.75,1.0,100
378,1996,6/21/1996,22:50:00,3,MI,1,0,0,43.13,-82.95,43.13,-82.95,0.1,20
380,1996,6/21/1996,22:50:00,3,MI,1,0,0,43.13,-82.95,43.13,-82.95,0.1,20
379,1996,6/21/1996,23:00:00,3,MI,2,0,0,43.13,-82.78,43.13,-82.78,0.2,30
412,1996,6/22/1996,10:10:00,3,NY,1,0,0,42.73,-77.4,42.7,-77.27,3.0,50
1152,1996,6/22/1996,13:00:00,3,PA,1,0,0,41.63,-76.23,41.33,-75.73,13.5,100
334,1996,6/22/1996,14:35:00,3,MT,1,0,0,45.75,-107.6,45.8,-107.6,4.0,10
426,1996,6/22/1996,15:10:00,3,CO,0,0,0,40.0,-104.97,40.0,-104.97,0.1,50
393,1996,6/22/1996,16:15:00,3,WY,0,0,0,44.8,-105.7,44.8,-105.7,0.1,20
220,1996,6/22/1996,16:16:00,3,WY,0,0,0,42.0,-104.18,41.97,-104.18,1.5,60
713,1996,6/22/1996,16:28:00,3,NJ,0,0,0,40.22,-74.75,40.2,-74.73,2.0,220
346,1996,6/22/1996,16:44:00,3,KS,0,0,0,39.22,-96.82,39.22,-96.82,0.3,15
383,1996,6/22/1996,19:14:00,3,KS,0,0,0,39.53,-100.55,39.53,-100.55,0.1,20
384,1996,6/22/1996,19:49:00,3,KS,0,0,0,39.8,-99.92,39.8,-99.92,0.1,20
430,1996,6/23/1996,14:30:00,3,NE,0,0,0,40.85,-96.15,40.85,-96.15,0.2,10
333,1996,6/23/1996,15:30:00,3,WA,0,0,0,47.3,-122.5,47.3,-122.5,0.4,50
363,1996,6/23/1996,18:47:00,3,IN,1,0,0,40.08,-86.22,40.1,-86.2,0.5,150
474,1996,6/24/1996,14:10:00,3,VA,0,0,0,38.97,-77.82,38.97,-77.8,1.0,100
1148,1996,6/24/1996,14:40:00,3,VA,2,1,0,38.85,-77.53,38.83,-77.22,20.0,200
476,1996,6/24/1996,15:23:00,3,MD,0,0,0,38.8,-76.85,38.8,-76.83,1.0,50
1149,1996,6/24/1996,15:34:00,3,MD,1,0,0,38.83,-76.77,38.7,-76.67,5.0,200
880,1996,6/24/1996,15:45:00,3,PA,1,0,0,39.82,-77.4,39.85,-77.35,5.0,50
1093,1996,6/24/1996,16:25:00,3,VA,0,0,0,38.17,-76.87,38.17,-76.87,1.0,70
1081,1996,6/24/1996,17:03:00,3,VA,1,0,0,38.62,-78.8,38.62,-78.8,0.5,100
385,1996,6/24/1996,18:25:00,3,CO,0,0,0,38.75,-102.35,38.73,-102.35,1.0,30
335,1996,6/24/1996,20:50:00,3,MT,0,0,0,46.82,-106.17,46.82,-106.17,0.1,10
388,1996,6/25/1996,19:35:00,3,CO,0,0,0,37.1,-102.42,37.18,-102.48,1.0,75
389,1996,6/25/1996,20:15:00,3,CO,0,0,0,37.15,-102.18,37.15,-102.18,0.1,50
343,1996,6/25/1996,20:55:00,3,MT,2,0,0,47.4,-109.8,47.4,-109.8,2.0,30
344,1996,6/27/1996,0:00:00,3,MT,0,0,0,48.55,-110.95,48.55,-110.95,0.2,10
336,1996,6/28/1996,17:30:00,3,MT,1,0,0,45.45,-105.35,45.45,-105.35,0.5,10
243,1996,6/28/1996,21:01:00,3,ND,0,0,0,46.23,-100.63,46.23,-100.63,0.1,15
466,1996,6/29/1996,20:35:00,3,IA,0,0,0,42.27,-92.08,42.27,-92.08,0.3,20
244,1996,6/30/1996,20:50:00,3,ND,0,0,0,46.72,-101.98,46.72,-101.98,0.1,15
594,1996,7/1/1996,16:40:00,3,IA,0,0,0,42.75,-96.6,42.75,-96.6,0.1,50
597,1996,7/1/1996,17:52:00,3,NE,0,0,0,42.35,-97.78,42.35,-97.78,0.1,10
596,1996,7/1/1996,18:05:00,3,NE,0,0,0,42.23,-97.48,42.23,-97.48,0.1,10
1114,1996,7/3/1996,4:40:00,3,CT,1,0,0,41.55,-73.03,41.6,-72.98,0.5,100
1094,1996,7/3/1996,13:30:00,3,NC,0,0,0,36.45,-77.27,36.45,-77.23,1.0,500
598,1996,7/4/1996,6:15:00,3,NE,0,0,0,40.12,-95.83,40.1,-95.83,0.5,30
622,1996,7/6/1996,13:05:00,3,MN,0,0,0,44.35,-94.65,44.35,-94.63,0.5,50
528,1996,7/6/1996,13:30:00,3,FL,1,0,0,29.17,-82.38,29.17,-82.37,1.0,50
623,1996,7/6/1996,15:45:00,3,MN,0,0,0,44.68,-92.78,44.68,-92.78,0.1,50
495,1996,7/7/1996,16:05:00,3,NE,0,0,0,42.92,-101.7,42.92,-101.7,0.1,20
496,1996,7/7/1996,16:30:00,3,NE,0,0,0,42.62,-100.88,42.62,-100.88,0.1,20
479,1996,7/7/1996,17:07:00,3,CO,0,0,0,40.12,-102.58,40.12,-102.58,0.1,30
480,1996,7/7/1996,17:12:00,3,CO,0,0,0,40.28,-102.48,40.28,-102.48,0.1,30
497,1996,7/7/1996,19:12:00,3,NE,0,0,0,41.32,-101.02,41.32,-101.02,0.1,20
604,1996,7/7/1996,19:45:00,3,OH,1,0,0,40.98,-81.7,40.98,-81.7,1.3,75
498,1996,7/7/1996,19:50:00,3,NE,0,0,0,41.07,-100.87,41.07,-100.87,0.1,20
499,1996,7/7/1996,20:14:00,3,NE,0,0,0,40.87,-100.78,40.87,-100.78,0.1,20
477,1996,7/7/1996,20:21:00,3,NE,0,0,0,40.1,-99.15,40.1,-99.15,0.3,20
460,1996,7/8/1996,5:33:00,3,MO,0,0,0,37.67,-93.8,37.67,-93.8,0.2,50
881,1996,7/8/1996,12:05:00,3,PA,1,0,0,41.32,-76.92,41.32,-76.92,1.0,30
838,1996,7/8/1996,15:00:00,3,PR,0,0,0,18.4,-64.9,18.4,-64.9,0.2,10
1080,1996,7/8/1996,16:00:00,3,ME,2,0,0,44.28,-69.97,44.18,-69.95,1.5,200
531,1996,7/9/1996,14:46:00,3,CO,0,0,0,40.0,-104.63,40.0,-104.63,0.2,50
532,1996,7/9/1996,15:08:00,3,CO,0,0,0,39.93,-104.57,39.93,-104.57,0.1,50
533,1996,7/9/1996,15:08:00,3,CO,0,0,0,39.93,-104.57,39.93,-104.57,0.1,50
534,1996,7/9/1996,15:15:00,3,CO,0,0,0,39.92,-104.67,39.92,-104.67,0.1,50
535,1996,7/9/1996,15:25:00,3,CO,0,0,0,39.87,-104.67,39.87,-104.67,0.1,50
536,1996,7/9/1996,15:35:00,3,CO,0,0,0,39.8,-104.57,39.8,-104.57,0.1,50
537,1996,7/9/1996,15:35:00,3,CO,0,0,0,39.8,-104.57,39.8,-104.57,0.1,50
657,1996,7/9/1996,15:45:00,3,ID,0,0,0,43.78,-113.3,43.78,-113.3,0.1,50
962,1996,7/9/1996,16:40:00,3,TX,0,3,0,34.6,-102.38,34.6,-102.38,0.1,10
1113,1996,7/9/1996,17:00:00,3,CT,1,0,0,41.33,-73.22,41.33,-73.22,0.4,67
869,1996,7/10/1996,15:22:00,3,FL,0,0,0,26.57,-81.93,26.57,-81.93,0.4,10
771,1996,7/10/1996,16:53:00,3,SC,0,0,0,33.82,-78.63,33.82,-78.63,0.3,20
400,1996,7/10/1996,19:05:00,3,ND,0,0,0,46.27,-100.33,46.27,-100.33,0.1,10
401,1996,7/10/1996,21:40:00,3,ND,0,0,0,46.13,-100.17,46.13,-100.17,1.0,15
701,1996,7/12/1996,11:30:00,3,NC,0,0,0,35.7,-78.12,35.7,-78.12,0.3,50
702,1996,7/12/1996,12:25:00,3,NC,0,0,0,35.78,-78.8,35.78,-78.8,4.5,100
521,1996,7/12/1996,13:15:00,3,CO,1,0,0,38.98,-105.18,38.97,-105.2,0.7,150
538,1996,7/12/1996,14:17:00,3,CO,0,0,0,39.65,-104.93,39.65,-104.93,0.1,50
672,1996,7/12/1996,14:40:00,3,NM,0,0,0,36.37,-103.88,36.37,-103.88,0.2,50
1022,1996,7/12/1996,15:20:00,3,NC,0,0,0,34.72,-76.85,34.72,-76.85,0.5,50
1023,1996,7/12/1996,15:41:00,3,NC,0,0,0,35.07,-76.98,35.07,-76.98,0.5,50
1096,1996,7/12/1996,20:15:00,3,VA,1,0,0,36.98,-76.63,36.98,-76.63,0.5,50
540,1996,7/12/1996,20:40:00,3,CO,0,0,0,39.92,-105.07,39.92,-105.07,0.1,50
1097,1996,7/12/1996,20:45:00,3,VA,1,0,0,37.23,-76.52,37.23,-76.52,2.0,200
1098,1996,7/12/1996,21:05:00,3,VA,0,0,0,37.28,-76.4,37.28,-76.4,0.5,50
541,1996,7/12/1996,21:15:00,3,CO,0,0,0,40.08,-104.93,40.08,-104.93,0.1,50
1099,1996,7/12/1996,21:15:00,3,VA,0,0,0,37.48,-76.62,37.48,-76.62,0.5,50
1100,1996,7/12/1996,22:45:00,3,VA,1,9,0,37.9,-76.37,37.9,-76.37,4.5,40
1101,1996,7/12/1996,23:30:00,3,VA,0,0,0,38.07,-76.65,38.07,-76.65,0.3,30
609,1996,7/12/1996,23:45:00,3,MD,1,0,0,38.3,-76.5,38.3,-76.5,1.2,100
610,1996,7/13/1996,0:05:00,3,MD,1,0,0,38.52,-76.82,38.52,-76.82,0.3,35
1102,1996,7/13/1996,0:45:00,3,MD,0,0,0,38.5,-76.22,38.5,-76.22,0.5,50
611,1996,7/13/1996,1:35:00,3,MD,1,0,0,38.73,-76.7,38.75,-76.72,1.2,50
539,1996,7/13/1996,15:40:00,3,CO,0,0,0,40.48,-104.77,40.48,-104.77,0.1,50
544,1996,7/13/1996,18:40:00,3,CO,2,0,0,40.97,-103.08,40.97,-103.08,0.5,100
542,1996,7/13/1996,22:45:00,3,CO,2,0,0,39.8,-104.4,39.65,-104.22,12.0,440
543,1996,7/13/1996,22:55:00,3,CO,1,0,0,39.72,-104.3,39.72,-104.3,2.0,100
1059,1996,7/14/1996,15:39:00,3,MN,0,0,0,47.62,-96.77,47.62,-96.77,7.0,30
749,1996,7/14/1996,18:10:00,3,AZ,1,0,0,33.35,-110.73,33.35,-110.73,0.1,10
653,1996,7/15/1996,11:20:00,3,NY,1,0,0,42.98,-77.4,42.98,-77.4,0.5,15
601,1996,7/15/1996,13:00:00,3,VA,1,0,0,37.25,-79.77,37.25,-79.77,0.1,25
654,1996,7/15/1996,13:00:00,3,NY,0,3,0,43.48,-76.73,43.48,-76.73,0.5,10
602,1996,7/15/1996,13:30:00,3,VA,2,0,0,37.35,-79.57,37.35,-79.55,0.5,30
612,1996,7/15/1996,13:30:00,3,MD,0,0,0,38.47,-76.98,38.47,-76.98,0.3,25
870,1996,7/15/1996,14:19:00,3,FL,0,2,0,26.6,-81.97,26.6,-81.97,3.0,10
1095,1996,7/15/1996,17:30:00,3,VA,1,0,0,37.27,-76.48,37.28,-76.37,7.0,100
481,1996,7/15/1996,21:20:00,3,KS,0,0,0,39.68,-100.52,39.68,-100.52,0.2,20
483,1996,7/15/1996,21:40:00,3,KS,0,0,0,39.68,-100.28,39.67,-100.28,0.2,30
482,1996,7/15/1996,22:15:00,3,KS,0,0,0,39.38,-100.13,39.38,-100.13,0.2,30
478,1996,7/16/1996,17:17:00,3,NE,0,0,0,41.48,-97.78,41.48,-97.78,0.2,20
599,1996,7/16/1996,17:30:00,3,NE,0,0,0,41.47,-97.65,41.48,-97.62,2.0,30
595,1996,7/16/1996,22:00:00,3,NE,0,0,0,42.43,-96.57,42.42,-96.62,3.0,100
405,1996,7/16/1996,23:58:00,3,IA,0,0,0,41.87,-94.7,41.87,-94.7,0.2,25
605,1996,7/17/1996,16:02:00,3,IN,1,0,0,40.42,-86.22,40.45,-86.18,2.1,440
403,1996,7/17/1996,16:36:00,3,ND,0,0,0,47.48,-100.77,47.48,-100.73,1.0,20
645,1996,7/17/1996,18:36:00,3,SD,0,0,0,45.45,-97.98,45.45,-97.97,0.3,10
646,1996,7/17/1996,18:39:00,3,SD,0,0,0,45.42,-97.95,45.42,-97.95,0.3,10
647,1996,7/17/1996,18:52:00,3,SD,2,0,0,45.48,-97.85,45.5,-97.75,5.0,150
652,1996,7/17/1996,19:05:00,3,SD,1,0,0,45.47,-97.77,45.43,-97.73,3.0,50
648,1996,7/17/1996,19:51:00,3,SD,0,0,0,45.47,-97.4,45.47,-97.4,0.3,10
467,1996,7/17/1996,20:00:00,3,IL,0,0,0,41.9,-89.83,41.9,-89.83,0.3,20
649,1996,7/17/1996,21:31:00,3,SD,0,0,0,44.97,-97.45,44.97,-97.45,0.3,10
624,1996,7/17/1996,22:20:00,3,MN,0,0,0,45.33,-95.77,45.33,-95.77,0.1,50
650,1996,7/17/1996,23:01:00,3,SD,0,0,0,45.03,-96.97,45.03,-96.97,0.3,10
468,1996,7/18/1996,16:20:00,3,WI,1,0,0,45.45,-89.75,45.43,-89.72,3.0,100
581,1996,7/18/1996,17:15:00,3,WI,1,0,0,43.92,-89.07,43.9,-89.03,2.0,125
470,1996,7/18/1996,18:05:00,3,WI,2,1,1,43.95,-88.27,43.9,-88.17,6.4,200
582,1996,7/18/1996,18:05:00,3,WI,5,12,0,43.7,-88.62,43.72,-88.38,13.3,400
584,1996,7/18/1996,18:07:00,3,WI,0,0,0,43.92,-88.22,43.92,-88.2,1.2,75
469,1996,7/18/1996,18:10:00,3,WI,0,0,0,43.95,-88.17,43.95,-88.17,0.1,25
585,1996,7/18/1996,18:25:00,3,WI,0,0,0,43.68,-88.55,43.68,-88.55,0.6,50
586,1996,7/18/1996,18:27:00,3,WI,0,0,0,43.83,-88.55,43.83,-88.55,0.2,50
587,1996,7/18/1996,18:55:00,3,WI,0,0,0,43.62,-88.4,43.62,-88.4,0.1,50
588,1996,7/18/1996,19:10:00,3,WI,1,0,0,43.58,-88.13,43.57,-88.12,0.9,150
589,1996,7/18/1996,19:18:00,3,WI,1,0,0,43.48,-87.95,43.45,-87.82,7.6,125
590,1996,7/18/1996,19:28:00,3,WI,0,0,0,43.42,-87.85,43.4,-87.83,0.8,75
1157,1996,7/19/1996,8:20:00,3,PA,2,0,0,41.08,-79.32,40.98,-79.07,10.0,100
1156,1996,7/19/1996,8:45:00,3,PA,2,6,0,40.93,-78.95,40.65,-78.47,27.4,200
884,1996,7/19/1996,10:10:00,3,PA,1,0,0,40.57,-78.3,40.55,-78.28,1.5,880
885,1996,7/19/1996,10:10:00,3,PA,2,0,0,40.55,-78.75,40.5,-78.65,6.0,100
886,1996,7/19/1996,11:30:00,3,PA,0,0,0,40.02,-78.47,40.02,-78.37,5.0,50
887,1996,7/19/1996,12:00:00,3,PA,0,0,0,39.87,-78.2,39.85,-78.17,2.0,50
888,1996,7/19/1996,12:30:00,3,PA,1,0,0,39.75,-77.58,39.75,-77.53,3.0,50
889,1996,7/19/1996,12:35:00,3,PA,1,0,0,39.87,-77.32,39.87,-77.32,1.0,150
613,1996,7/19/1996,13:02:00,3,MD,0,0,0,39.73,-77.57,39.72,-77.53,2.0,75
614,1996,7/19/1996,13:12:00,3,MD,2,0,0,39.38,-77.7,39.35,-77.7,2.0,125
1150,1996,7/19/1996,13:20:00,3,MD,1,0,0,39.33,-77.63,39.32,-77.63,6.2,200
799,1996,7/19/1996,13:25:00,3,WV,1,0,0,39.58,-79.67,39.58,-79.67,0.2,50
615,1996,7/19/1996,13:36:00,3,MD,1,0,0,39.23,-77.47,39.23,-77.47,0.5,150
616,1996,7/19/1996,13:42:00,3,MD,3,3,0,39.5,-76.98,39.48,-76.95,2.2,350
1151,1996,7/19/1996,13:48:00,3,MD,0,0,0,39.08,-77.35,39.07,-77.35,2.0,50
617,1996,7/19/1996,13:55:00,3,MD,1,0,0,39.43,-76.85,39.43,-76.85,1.2,50
618,1996,7/19/1996,14:30:00,3,MD,0,0,0,39.32,-76.58,39.32,-76.58,0.1,25
484,1996,7/19/1996,15:04:00,3,KS,0,0,0,39.48,-101.55,39.48,-101.55,0.2,10
529,1996,7/19/1996,16:00:00,3,VA,1,0,0,36.95,-81.87,36.95,-81.82,3.6,50
591,1996,7/19/1996,18:40:00,3,MO,0,0,0,38.43,-90.78,38.43,-90.78,0.1,50
394,1996,7/20/1996,16:03:00,3,KS,0,0,0,39.62,-96.13,39.62,-96.13,0.1,50
651,1996,7/20/1996,17:05:00,3,SD,0,0,0,45.92,-99.63,45.92,-99.63,0.3,10
1056,1996,7/21/1996,13:37:00,3,MN,0,0,0,48.37,-96.33,48.37,-96.33,3.0,50
341,1996,7/21/1996,14:05:00,3,IN,1,0,0,38.17,-86.12,38.15,-86.12,1.0,50
485,1996,7/21/1996,16:23:00,3,KS,1,0,0,39.47,-101.02,39.45,-101.05,3.0,100
852,1996,7/21/1996,18:48:00,3,KS,0,0,0,38.48,-101.03,38.48,-101.02,0.5,20
607,1996,7/22/1996,16:15:00,3,AR,0,0,0,35.7,-91.43,35.7,-91.43,0.2,20
530,1996,7/23/1996,12:30:00,3,TX,0,0,0,33.13,-96.12,33.13,-96.12,0.1,30
486,1996,7/23/1996,13:30:00,3,KS,0,0,0,39.77,-101.7,39.77,-101.7,0.1,20
487,1996,7/23/1996,13:57:00,3,KS,0,0,0,39.57,-101.37,39.57,-101.37,0.2,20
488,1996,7/23/1996,14:29:00,3,KS,0,0,0,39.38,-101.35,39.38,-101.35,0.1,20
489,1996,7/23/1996,14:35:00,3,KS,0,0,0,39.4,-101.12,39.4,-101.12,0.2,30
490,1996,7/23/1996,15:08:00,3,KS,0,0,0,39.23,-101.05,39.23,-101.05,1.0,20
491,1996,7/23/1996,15:08:00,3,KS,0,0,0,39.1,-101.15,39.1,-101.15,0.1,20
492,1996,7/23/1996,15:25:00,3,KS,0,0,0,39.22,-101.38,39.22,-101.38,0.1,20
545,1996,7/23/1996,17:16:00,3,CO,0,0,0,39.12,-103.7,39.12,-103.7,0.1,50
546,1996,7/23/1996,17:16:00,3,CO,0,0,0,39.12,-103.7,39.12,-103.7,0.1,50
548,1996,7/23/1996,17:24:00,3,CO,0,0,0,39.13,-103.98,39.13,-103.98,0.1,50
547,1996,7/23/1996,17:30:00,3,CO,0,0,0,38.73,-103.53,38.73,-103.53,0.1,50
549,1996,7/23/1996,17:30:00,3,CO,0,0,0,39.28,-103.5,39.28,-103.5,0.1,50
